ID,Store_id,Store_Type,Location_Type,Region_Code,Date,Holiday,Discount,#Order,Sales
T1124397,176,S4,L2,R3,2018-12-07,0,Yes,135,87246.0
T1124398,257,S1,L3,R1,2018-12-07,0,No,41,22974.0
T1124399,137,S4,L1,R1,2018-12-07,0,Yes,95,55830.0
T1124400,189,S2,L3,R3,2018-12-07,0,No,47,31953.0
T1124401,187,S1,L1,R1,2018-12-07,0,Yes,46,31266.0
T1124402,360,S2,L1,R1,2018-12-07,0,Yes,44,33657.0
T1124403,178,S3,L2,R3,2018-12-07,0,Yes,90,61929.0
T1124404,85,S4,L2,R1,2018-12-07,0,No,108,58818.0
T1124405,236,S1,L1,R3,2018-12-07,0,Yes,60,40641.0
T1124406,156,S1,L1,R3,2018-12-07,0,Yes,92,61383.0
T1124407,170,S1,L1,R2,2018-12-07,0,Yes,59,43308.0
T1124408,134,S1,L4,R1,2018-12-07,0,Yes,72,46092.0
T1124409,146,S4,L2,R1,2018-12-07,0,Yes,171,92955.0
T1124410,118,S2,L1,R4,2018-12-07,0,No,44,30828.0
T1124411,344,S1,L5,R1,2018-12-07,0,Yes,68,36468.0
T1124412,145,S1,L3,R1,2018-12-07,0,Yes,88,49830.0
T1124413,33,S4,L2,R4,2018-12-07,0,Yes,117,80106.0
T1124414,96,S3,L1,R3,2018-12-07,0,Yes,94,56451.0
T1124415,31,S1,L5,R2,2018-12-07,0,Yes,53,28635.0
T1124416,231,S4,L2,R3,2018-12-07,0,Yes,109,64314.0
T1124417,141,S1,L1,R2,2018-12-07,0,Yes,45,28005.0
T1124418,90,S1,L1,R3,2018-12-07,0,Yes,74,45609.0
T1124419,364,S2,L3,R2,2018-12-07,0,Yes,49,33591.0
T1124420,365,S2,L1,R2,2018-12-07,0,Yes,58,39726.0
T1124421,233,S1,L3,R3,2018-12-07,0,No,33,18237.0
T1124422,229,S1,L1,R2,2018-12-07,0,Yes,63,36750.0
T1124423,292,S1,L1,R1,2018-12-07,0,Yes,57,41490.0
T1124424,93,S1,L1,R4,2018-12-07,0,No,49,31935.0
T1124425,98,S2,L5,R2,2018-12-07,0,Yes,34,23325.0
T1124426,342,S4,L1,R1,2018-12-07,0,No,83,42477.0
T1124427,223,S2,L5,R2,2018-12-07,0,Yes,56,36606.0
T1124428,177,S2,L1,R4,2018-12-07,0,Yes,41,29079.0
T1124429,150,S4,L2,R1,2018-12-07,0,Yes,122,65892.0
T1124430,122,S1,L1,R2,2018-12-07,0,Yes,63,45351.0
T1124431,200,S2,L1,R2,2018-12-07,0,Yes,45,37785.0
T1124432,354,S4,L2,R1,2018-12-07,0,Yes,119,72351.0
T1124433,241,S1,L1,R4,2018-12-07,0,Yes,66,46602.0
T1124434,155,S3,L1,R2,2018-12-07,0,Yes,72,44895.0
T1124435,65,S1,L2,R2,2018-12-07,0,Yes,60,45135.0
T1124436,221,S1,L1,R2,2018-12-07,0,Yes,57,34641.0
T1124437,120,S3,L2,R2,2018-12-07,0,No,66,43965.0
T1124438,218,S1,L3,R2,2018-12-07,0,Yes,53,31443.0
T1124439,299,S1,L1,R3,2018-12-07,0,Yes,73,56496.0
T1124440,102,S4,L2,R1,2018-12-07,0,Yes,112,72894.0
T1124441,201,S4,L1,R1,2018-12-07,0,Yes,96,48540.0
T1124442,335,S1,L1,R3,2018-12-07,0,Yes,62,40368.0
T1124443,188,S3,L2,R1,2018-12-07,0,Yes,58,43857.0
T1124444,160,S4,L2,R1,2018-12-07,0,Yes,170,89886.0
T1124445,208,S3,L1,R1,2018-12-07,0,Yes,76,43077.0
T1124446,68,S1,L2,R4,2018-12-07,0,Yes,84,61077.0
T1124447,32,S1,L1,R2,2018-12-07,0,Yes,57,40089.0
T1124448,62,S2,L5,R1,2018-12-07,0,Yes,42,25674.0
T1124449,158,S4,L2,R2,2018-12-07,0,No,102,49965.0
T1124450,206,S1,L1,R1,2018-12-07,0,Yes,64,42993.0
T1124451,119,S1,L1,R3,2018-12-07,0,Yes,68,43497.0
T1124452,175,S4,L2,R1,2018-12-07,0,Yes,222,123036.0
T1124453,317,S3,L1,R1,2018-12-07,0,Yes,91,51915.0
T1124454,327,S4,L1,R3,2018-12-07,0,Yes,95,51384.0
T1124455,339,S4,L2,R1,2018-12-07,0,Yes,115,67983.0
T1124456,3,S4,L2,R1,2018-12-07,0,Yes,111,57762.0
T1124457,109,S1,L1,R1,2018-12-07,0,Yes,77,49479.0
T1124458,19,S1,L1,R3,2018-12-07,0,Yes,55,39162.0
T1124459,133,S1,L1,R4,2018-12-07,0,Yes,63,38928.0
T1124460,268,S1,L2,R1,2018-12-07,0,Yes,65,44823.0
T1124461,67,S2,L5,R1,2018-12-07,0,Yes,36,21123.0
T1124462,135,S1,L1,R4,2018-12-07,0,Yes,59,44322.0
T1124463,267,S4,L2,R1,2018-12-07,0,Yes,89,54642.0
T1124464,305,S4,L1,R1,2018-12-07,0,Yes,123,71943.0
T1124465,220,S2,L4,R3,2018-12-07,0,Yes,38,25377.0
T1124466,290,S1,L1,R3,2018-12-08,0,Yes,74,45837.0
T1124467,62,S2,L5,R1,2018-12-08,0,Yes,51,31731.0
T1124468,358,S3,L1,R1,2018-12-08,0,Yes,89,54777.0
T1124469,355,S2,L4,R2,2018-12-08,0,Yes,46,32658.0
T1124470,20,S1,L1,R1,2018-12-08,0,Yes,86,68625.0
T1124471,229,S1,L1,R2,2018-12-08,0,Yes,81,48963.0
T1124472,324,S1,L2,R3,2018-12-08,0,Yes,100,80970.0
T1124473,83,S2,L5,R1,2018-12-08,0,No,38,25182.0
T1124474,319,S3,L1,R2,2018-12-08,0,Yes,111,72810.0
T1124475,199,S1,L1,R4,2018-12-08,0,Yes,66,44286.0
T1124476,106,S1,L1,R4,2018-12-08,0,Yes,71,45954.0
T1124477,317,S3,L1,R1,2018-12-08,0,No,80,42279.0
T1124478,246,S3,L1,R3,2018-12-08,0,Yes,129,86265.0
T1124479,160,S4,L2,R1,2018-12-08,0,Yes,210,114366.0
T1124480,202,S4,L2,R2,2018-12-08,0,No,73,45471.0
T1124481,37,S1,L3,R3,2018-12-08,0,No,55,35157.0
T1124482,144,S1,L3,R3,2018-12-08,0,No,68,36546.0
T1124483,59,S1,L3,R1,2018-12-08,0,No,50,29088.0
T1124484,345,S1,L1,R3,2018-12-08,0,Yes,70,55854.0
T1124485,190,S3,L3,R1,2018-12-08,0,No,78,41664.0
T1124486,21,S3,L2,R4,2018-12-08,0,Yes,75,49467.0
T1124487,32,S1,L1,R2,2018-12-08,0,Yes,70,48861.0
T1124488,104,S1,L1,R2,2018-12-08,0,Yes,77,46248.0
T1124489,235,S1,L1,R3,2018-12-08,0,Yes,74,56346.0
T1124490,223,S2,L5,R2,2018-12-08,0,No,28,16605.0
T1124491,120,S3,L2,R2,2018-12-08,0,No,70,48165.0
T1124492,155,S3,L1,R2,2018-12-08,0,Yes,75,49926.0
T1124493,354,S4,L2,R1,2018-12-08,0,Yes,148,91989.0
T1124494,158,S4,L2,R2,2018-12-08,0,No,128,62766.0
T1124495,266,S1,L1,R4,2018-12-08,0,Yes,75,49635.0
T1124496,305,S4,L1,R1,2018-12-08,0,No,114,58914.0
T1124497,3,S4,L2,R1,2018-12-08,0,Yes,140,73569.0
T1124498,220,S2,L4,R3,2018-12-08,0,Yes,58,39900.0
T1124499,138,S1,L1,R1,2018-12-08,0,No,74,41661.0
T1124500,129,S3,L1,R1,2018-12-08,0,No,45,24690.0
T1124501,172,S1,L1,R1,2018-12-08,0,No,68,37953.0
T1124502,171,S4,L2,R3,2018-12-08,0,No,69,39681.0
T1124503,258,S2,L4,R4,2018-12-08,0,No,44,28380.0
T1124504,196,S1,L1,R3,2018-12-08,0,No,58,40167.0
T1124505,233,S1,L3,R3,2018-12-08,0,No,41,23010.0
T1124506,67,S2,L5,R1,2018-12-08,0,Yes,62,37251.0
T1124507,145,S1,L3,R1,2018-12-08,0,No,38,21486.0
T1124508,300,S2,L5,R2,2018-12-08,0,Yes,90,47841.0
T1124509,73,S3,L2,R4,2018-12-08,0,No,97,63870.0
T1124510,101,S1,L4,R3,2018-12-08,0,Yes,61,37440.0
T1124511,212,S4,L2,R3,2018-12-08,0,No,147,81291.0
T1124512,52,S1,L1,R3,2018-12-08,0,No,50,30162.0
T1124513,291,S1,L3,R1,2018-12-08,0,Yes,82,45525.0
T1124514,296,S1,L1,R1,2018-12-08,0,Yes,79,47481.0
T1124515,274,S4,L2,R4,2018-12-08,0,No,66,40470.0
T1124516,147,S4,L2,R4,2018-12-08,0,No,104,55782.0
T1124517,70,S1,L1,R3,2018-12-08,0,Yes,92,56784.0
T1124518,295,S1,L1,R1,2018-12-08,0,Yes,66,47148.0
T1124519,219,S4,L2,R1,2018-12-08,0,Yes,189,102150.0
T1124520,243,S4,L2,R2,2018-12-08,0,Yes,98,69909.0
T1124521,5,S1,L1,R3,2018-12-08,0,Yes,84,51378.0
T1124522,69,S1,L1,R4,2018-12-08,0,Yes,71,45888.0
T1124523,215,S3,L2,R1,2018-12-08,0,No,86,57723.0
T1124524,164,S1,L1,R3,2018-12-08,0,Yes,87,64164.0
T1124525,232,S1,L1,R4,2018-12-08,0,Yes,75,47172.0
T1124526,250,S2,L3,R4,2018-12-08,0,Yes,54,39636.0
T1124527,288,S3,L2,R3,2018-12-08,0,Yes,88,55020.0
T1124528,249,S1,L3,R2,2018-12-08,0,No,39,20601.0
T1124529,256,S1,L2,R4,2018-12-08,0,Yes,86,68598.0
T1124530,48,S1,L1,R2,2018-12-08,0,Yes,83,58494.0
T1124531,269,S1,L4,R1,2018-12-08,0,Yes,57,35424.0
T1124532,270,S1,L1,R2,2018-12-08,0,No,63,37569.0
T1124533,24,S1,L1,R2,2018-12-08,0,Yes,86,53187.0
T1124534,89,S1,L4,R1,2018-12-08,0,Yes,76,42885.0
T1124535,209,S1,L1,R1,2018-12-08,0,No,36,21516.0
T1124536,85,S4,L2,R1,2018-12-08,0,No,137,69675.0
T1124537,349,S1,L1,R4,2018-12-08,0,No,51,32256.0
T1124538,224,S1,L2,R2,2018-12-08,0,Yes,89,64161.0
T1124539,311,S4,L2,R2,2018-12-08,0,Yes,134,77904.0
T1124540,347,S1,L1,R1,2018-12-08,0,No,67,40206.0
T1124541,139,S4,L2,R2,2018-12-08,0,Yes,103,61794.0
T1124542,148,S1,L1,R2,2018-12-08,0,Yes,66,44835.0
T1124543,82,S4,L2,R1,2018-12-08,0,Yes,133,70515.0
T1124544,152,S2,L1,R1,2018-12-08,0,Yes,71,52140.0
T1124545,213,S1,L1,R2,2018-12-08,0,Yes,90,54033.0
T1124546,77,S2,L5,R3,2018-12-08,0,Yes,42,28392.0
T1124547,320,S2,L3,R2,2018-12-08,0,No,31,18255.0
T1124548,169,S1,L2,R4,2018-12-08,0,Yes,81,58413.0
T1124549,301,S1,L3,R2,2018-12-08,0,Yes,82,49671.0
T1124550,44,S1,L3,R2,2018-12-08,0,Yes,86,46527.0
T1124551,294,S4,L2,R2,2018-12-08,0,Yes,134,74466.0
T1124552,4,S1,L1,R2,2018-12-08,0,No,49,26166.0
T1124553,304,S1,L1,R4,2018-12-08,0,Yes,76,48999.0
T1124554,350,S1,L3,R2,2018-12-08,0,Yes,79,49551.0
T1124555,255,S3,L2,R4,2018-12-08,0,No,79,55653.0
T1124556,239,S3,L1,R3,2018-12-08,0,Yes,90,55116.0
T1124557,116,S2,L3,R3,2018-12-08,0,No,43,29532.0
T1124558,1,S1,L3,R1,2018-12-08,0,Yes,91,49737.0
T1124559,353,S1,L3,R3,2018-12-08,0,No,37,21444.0
T1124560,113,S2,L3,R3,2018-12-08,0,Yes,49,34698.0
T1124561,35,S1,L1,R2,2018-12-08,0,Yes,90,55311.0
T1124562,105,S4,L2,R1,2018-12-08,0,Yes,102,60240.0
T1124563,197,S2,L5,R1,2018-12-08,0,Yes,67,42822.0
T1124564,163,S1,L2,R3,2018-12-08,0,No,90,60204.0
T1124565,92,S1,L4,R2,2018-12-08,0,Yes,82,47436.0
T1124566,60,S1,L5,R2,2018-12-08,0,Yes,85,49437.0
T1124567,310,S2,L5,R1,2018-12-08,0,Yes,63,37146.0
T1124568,184,S1,L2,R2,2018-12-08,0,Yes,78,56103.0
T1124569,216,S2,L5,R1,2018-12-08,0,Yes,50,29250.0
T1124570,227,S4,L2,R1,2018-12-08,0,Yes,102,68760.0
T1124571,115,S4,L2,R1,2018-12-08,0,Yes,137,75180.0
T1124572,27,S1,L3,R3,2018-12-08,0,Yes,73,50553.0
T1124573,337,S4,L2,R1,2018-12-08,0,Yes,247,140229.0
T1124574,91,S3,L1,R1,2018-12-08,0,Yes,99,63750.0
T1124575,275,S4,L1,R1,2018-12-08,0,No,73,38394.0
T1124576,51,S1,L1,R2,2018-12-08,0,Yes,65,41676.0
T1124577,303,S4,L2,R1,2018-12-08,0,No,111,55365.0
T1124578,64,S3,L1,R2,2018-12-08,0,Yes,84,51042.0
T1124579,237,S2,L3,R3,2018-12-08,0,No,40,27087.0
T1124580,242,S4,L1,R1,2018-12-08,0,No,78,38640.0
T1124581,340,S4,L2,R3,2018-12-08,0,No,86,51558.0
T1124582,58,S1,L1,R1,2018-12-08,0,No,95,59817.0
T1124583,71,S2,L5,R1,2018-12-08,0,No,40,22524.0
T1124584,277,S1,L3,R1,2018-12-08,0,Yes,86,49836.0
T1124585,95,S3,L1,R1,2018-12-08,0,No,69,36948.0
T1124586,262,S1,L1,R1,2018-12-08,0,No,71,44514.0
T1124587,38,S1,L3,R2,2018-12-08,0,Yes,66,42666.0
T1124588,187,S1,L1,R1,2018-12-08,0,Yes,74,49131.0
T1124589,292,S1,L1,R1,2018-12-08,0,Yes,72,49998.0
T1124590,141,S1,L1,R2,2018-12-08,0,Yes,77,55245.0
T1124591,146,S4,L2,R1,2018-12-08,0,Yes,213,119874.0
T1124592,179,S1,L1,R2,2018-12-08,0,No,69,43437.0
T1124593,321,S3,L1,R2,2018-12-08,0,Yes,115,71472.0
T1124594,253,S4,L2,R1,2018-12-08,0,Yes,123,68139.0
T1124595,156,S1,L1,R3,2018-12-08,0,Yes,111,80007.0
T1124596,280,S4,L2,R2,2018-12-08,0,Yes,137,74964.0
T1124597,348,S3,L1,R1,2018-12-08,0,Yes,89,50298.0
T1124598,195,S4,L1,R1,2018-12-08,0,No,96,47517.0
T1124599,194,S1,L1,R2,2018-12-08,0,Yes,95,61374.0
T1124600,272,S2,L4,R2,2018-12-08,0,No,28,16272.0
T1124601,90,S1,L1,R3,2018-12-08,0,Yes,103,68172.0
T1124602,137,S4,L1,R1,2018-12-08,0,No,98,48321.0
T1124603,150,S4,L2,R1,2018-12-08,0,Yes,134,75699.0
T1124604,93,S1,L1,R4,2018-12-08,0,No,61,39636.0
T1124605,76,S2,L3,R3,2018-12-08,0,Yes,49,35409.0
T1124606,327,S4,L1,R3,2018-12-08,0,Yes,124,66762.0
T1124607,200,S2,L1,R2,2018-12-08,0,Yes,58,51384.0
T1124608,19,S1,L1,R3,2018-12-08,0,Yes,69,51393.0
T1124609,109,S1,L1,R1,2018-12-08,0,No,57,34263.0
T1124610,133,S1,L1,R4,2018-12-08,0,Yes,75,47166.0
T1124611,135,S1,L1,R4,2018-12-08,0,No,65,43467.0
T1124612,267,S4,L2,R1,2018-12-08,0,Yes,128,83535.0
T1124613,175,S4,L2,R1,2018-12-08,0,Yes,290,162261.0
T1124614,177,S2,L1,R4,2018-12-08,0,Yes,65,49272.0
T1124615,122,S1,L1,R2,2018-12-08,0,Yes,87,63144.0
T1124616,98,S2,L5,R2,2018-12-08,0,Yes,44,30399.0
T1124617,241,S1,L1,R4,2018-12-08,0,Yes,83,58209.0
T1124618,365,S2,L1,R2,2018-12-08,0,No,30,20637.0
T1124619,33,S4,L2,R4,2018-12-08,0,No,67,42960.0
T1124620,297,S2,L3,R4,2018-12-08,0,No,33,21342.0
T1124621,238,S1,L1,R2,2018-12-08,0,Yes,55,40509.0
T1124622,36,S1,L3,R4,2018-12-08,0,Yes,102,65742.0
T1124623,228,S1,L1,R1,2018-12-08,0,No,30,18105.0
T1124624,124,S3,L2,R3,2018-12-08,0,Yes,127,92244.0
T1124625,205,S1,L1,R2,2018-12-08,0,No,58,36309.0
T1124626,157,S4,L2,R1,2018-12-08,0,Yes,139,72807.0
T1124627,281,S1,L4,R1,2018-12-08,0,No,60,30870.0
T1124628,111,S1,L1,R2,2018-12-08,0,No,52,32601.0
T1124629,334,S3,L2,R2,2018-12-08,0,Yes,99,68898.0
T1124630,315,S4,L2,R1,2018-12-08,0,No,148,74976.0
T1124631,318,S1,L3,R2,2018-12-08,0,Yes,108,64182.0
T1124632,326,S3,L1,R1,2018-12-08,0,No,60,34440.0
T1124633,31,S1,L5,R2,2018-12-08,0,Yes,74,41763.0
T1124634,260,S1,L1,R4,2018-12-08,0,No,63,38991.0
T1124635,330,S4,L2,R1,2018-12-08,0,No,132,71706.0
T1124636,28,S3,L2,R3,2018-12-08,0,No,72,47055.0
T1124637,47,S4,L2,R2,2018-12-08,0,Yes,136,78438.0
T1124638,273,S2,L3,R4,2018-12-08,0,No,45,31323.0
T1124639,308,S4,L2,R3,2018-12-08,0,No,73,42618.0
T1124640,360,S2,L1,R1,2018-12-08,0,Yes,61,44301.0
T1124641,178,S3,L2,R3,2018-12-08,0,Yes,118,86628.0
T1124642,236,S1,L1,R3,2018-12-08,0,Yes,77,50136.0
T1124643,170,S1,L1,R2,2018-12-08,0,Yes,73,54819.0
T1124644,134,S1,L4,R1,2018-12-08,0,No,41,23700.0
T1124645,118,S2,L1,R4,2018-12-08,0,No,47,32973.0
T1124646,257,S1,L3,R1,2018-12-08,0,No,60,34638.0
T1124647,231,S4,L2,R3,2018-12-08,0,No,57,31194.0
T1124648,361,S1,L3,R1,2018-12-08,0,No,58,33261.0
T1124649,65,S1,L2,R2,2018-12-08,0,Yes,73,57558.0
T1124650,284,S4,L2,R3,2018-12-08,0,No,84,55797.0
T1124651,221,S1,L1,R2,2018-12-08,0,Yes,82,52032.0
T1124652,102,S4,L2,R1,2018-12-08,0,No,92,52524.0
T1124653,57,S4,L1,R1,2018-12-08,0,No,92,47535.0
T1124654,97,S4,L1,R1,2018-12-08,0,Yes,110,61923.0
T1124655,23,S1,L1,R4,2018-12-08,0,Yes,67,48171.0
T1124656,49,S4,L1,R2,2018-12-08,0,Yes,124,70671.0
T1124657,110,S2,L3,R3,2018-12-08,0,No,59,39264.0
T1124658,54,S1,L2,R3,2018-12-08,0,Yes,82,65808.0
T1124659,30,S1,L2,R2,2018-12-08,0,Yes,99,69774.0
T1124660,173,S4,L2,R1,2018-12-08,0,Yes,140,85938.0
T1124661,287,S1,L4,R1,2018-12-08,0,No,48,23946.0
T1124662,7,S3,L1,R3,2018-12-08,0,Yes,87,51669.0
T1124663,79,S2,L5,R4,2018-12-08,0,Yes,57,40947.0
T1124664,12,S1,L3,R2,2018-12-08,0,Yes,76,44481.0
T1124665,42,S1,L4,R3,2018-12-08,0,Yes,75,44982.0
T1124666,282,S1,L2,R2,2018-12-08,0,Yes,88,67920.0
T1124667,121,S1,L1,R4,2018-12-08,0,No,71,45957.0
T1124668,309,S1,L5,R1,2018-12-08,0,No,74,33678.0
T1124669,128,S1,L2,R2,2018-12-08,0,No,66,41538.0
T1124670,17,S1,L1,R2,2018-12-08,0,Yes,93,54486.0
T1124671,142,S2,L1,R3,2018-12-08,0,Yes,58,43188.0
T1124672,159,S2,L1,R3,2018-12-08,0,Yes,51,38949.0
T1124673,2,S3,L1,R3,2018-12-08,0,No,54,32805.0
T1124674,234,S2,L4,R2,2018-12-08,0,Yes,54,37899.0
T1124675,225,S1,L1,R1,2018-12-08,0,No,37,22590.0
T1124676,13,S3,L3,R1,2018-12-08,0,No,70,34695.0
T1124677,247,S1,L1,R3,2018-12-08,0,Yes,76,55608.0
T1124678,252,S3,L2,R1,2018-12-08,0,No,76,49905.0
T1124679,261,S4,L2,R1,2018-12-08,0,No,79,45993.0
T1124680,363,S1,L1,R2,2018-12-08,0,Yes,83,52560.0
T1124681,343,S1,L1,R2,2018-12-08,0,Yes,69,49515.0
T1124682,46,S2,L1,R2,2018-12-08,0,Yes,63,46680.0
T1124683,61,S1,L1,R3,2018-12-08,0,Yes,102,64293.0
T1124684,218,S1,L3,R2,2018-12-08,0,Yes,69,41877.0
T1124685,335,S1,L1,R3,2018-12-08,0,Yes,84,57213.0
T1124686,299,S1,L1,R3,2018-12-08,0,No,71,48744.0
T1124687,188,S3,L2,R1,2018-12-08,0,Yes,86,65601.0
T1124688,208,S3,L1,R1,2018-12-08,0,Yes,98,55239.0
T1124689,325,S3,L1,R2,2018-12-08,0,Yes,87,55908.0
T1124690,151,S1,L3,R2,2018-12-08,0,No,51,30348.0
T1124691,176,S4,L2,R3,2018-12-08,0,No,92,55293.0
T1124692,182,S3,L1,R1,2018-12-08,0,No,78,40779.0
T1124693,14,S3,L2,R4,2018-12-08,0,No,83,55488.0
T1124694,276,S1,L1,R2,2018-12-08,0,No,76,43341.0
T1124695,161,S1,L1,R3,2018-12-08,0,Yes,68,56832.0
T1124696,87,S4,L2,R3,2018-12-08,0,No,77,50616.0
T1124697,80,S1,L1,R1,2018-12-08,0,No,67,38877.0
T1124698,43,S1,L1,R2,2018-12-08,0,No,62,39945.0
T1124699,289,S2,L5,R2,2018-12-08,0,No,50,28290.0
T1124700,162,S4,L1,R2,2018-12-08,0,No,77,45117.0
T1124701,72,S1,L2,R3,2018-12-08,0,No,76,50790.0
T1124702,136,S2,L5,R4,2018-12-08,0,Yes,40,28743.0
T1124703,63,S1,L1,R2,2018-12-08,0,Yes,92,60921.0
T1124704,265,S2,L4,R2,2018-12-08,0,Yes,50,31896.0
T1124705,15,S4,L2,R1,2018-12-08,0,Yes,150,84213.0
T1124706,45,S3,L1,R1,2018-12-08,0,Yes,110,62202.0
T1124707,56,S2,L5,R3,2018-12-08,0,Yes,62,39051.0
T1124708,186,S2,L5,R2,2018-12-08,0,Yes,47,33198.0
T1124709,6,S4,L1,R1,2018-12-08,0,Yes,122,68097.0
T1124710,328,S1,L3,R1,2018-12-08,0,Yes,67,42225.0
T1124711,210,S1,L5,R1,2018-12-08,0,No,57,29178.0
T1124712,126,S4,L2,R2,2018-12-08,0,No,158,101193.0
T1124713,131,S4,L2,R1,2018-12-08,0,Yes,165,91479.0
T1124714,191,S3,L1,R1,2018-12-08,0,Yes,110,59898.0
T1124715,285,S1,L3,R3,2018-12-08,0,No,37,22101.0
T1124716,316,S4,L2,R1,2018-12-08,0,No,76,49359.0
T1124717,75,S3,L2,R3,2018-12-08,0,No,87,56529.0
T1124718,338,S4,L2,R1,2018-12-08,0,Yes,144,91119.0
T1124719,107,S1,L3,R3,2018-12-08,0,Yes,86,51627.0
T1124720,130,S1,L1,R3,2018-12-08,0,Yes,79,51330.0
T1124721,125,S4,L2,R1,2018-12-08,0,Yes,117,64968.0
T1124722,25,S1,L3,R1,2018-12-08,0,No,58,31245.0
T1124723,165,S1,L1,R2,2018-12-08,0,Yes,86,54768.0
T1124724,34,S1,L3,R1,2018-12-08,0,No,66,33948.0
T1124725,206,S1,L1,R1,2018-12-08,0,Yes,92,64293.0
T1124726,217,S4,L1,R1,2018-12-08,0,No,80,43098.0
T1124727,333,S1,L1,R3,2018-12-08,0,No,54,36297.0
T1124728,86,S1,L1,R4,2018-12-08,0,Yes,72,50163.0
T1124729,41,S1,L1,R2,2018-12-08,0,Yes,95,66285.0
T1124730,323,S1,L4,R1,2018-12-08,0,No,57,29706.0
T1124731,344,S1,L5,R1,2018-12-08,0,Yes,90,45984.0
T1124732,336,S4,L2,R1,2018-12-08,0,No,112,60231.0
T1124733,341,S1,L1,R2,2018-12-08,0,Yes,92,55533.0
T1124734,302,S1,L4,R2,2018-12-08,0,No,45,24240.0
T1124735,313,S1,L3,R1,2018-12-08,0,Yes,69,41130.0
T1124736,22,S1,L1,R4,2018-12-08,0,Yes,67,52206.0
T1124737,329,S4,L2,R3,2018-12-08,0,Yes,92,61656.0
T1124738,248,S1,L1,R2,2018-12-08,0,No,61,38313.0
T1124739,352,S4,L1,R1,2018-12-08,0,Yes,136,88761.0
T1124740,29,S1,L4,R2,2018-12-08,0,Yes,65,37605.0
T1124741,314,S1,L1,R2,2018-12-08,0,Yes,88,54300.0
T1124742,9,S1,L1,R1,2018-12-08,0,No,52,31665.0
T1124743,254,S4,L1,R1,2018-12-08,0,No,68,37491.0
T1124744,359,S2,L3,R2,2018-12-08,0,Yes,56,42225.0
T1124745,11,S4,L2,R1,2018-12-08,0,No,100,57225.0
T1124746,132,S1,L1,R3,2018-12-08,0,Yes,108,72414.0
T1124747,306,S1,L3,R2,2018-12-08,0,No,54,32007.0
T1124748,66,S3,L3,R3,2018-12-08,0,Yes,86,46872.0
T1124749,167,S1,L1,R2,2018-12-08,0,Yes,68,41154.0
T1124750,240,S3,L2,R3,2018-12-08,0,Yes,86,52401.0
T1124751,181,S3,L1,R3,2018-12-08,0,Yes,133,73971.0
T1124752,100,S1,L1,R2,2018-12-08,0,Yes,83,55191.0
T1124753,112,S1,L1,R3,2018-12-08,0,No,63,36714.0
T1124754,10,S4,L2,R3,2018-12-08,0,No,82,51726.0
T1124755,268,S1,L2,R1,2018-12-08,0,Yes,71,49608.0
T1124756,123,S4,L2,R3,2018-12-08,0,No,87,56910.0
T1124757,222,S4,L2,R2,2018-12-08,0,Yes,164,92223.0
T1124758,68,S1,L2,R4,2018-12-08,0,No,80,53547.0
T1124759,312,S4,L2,R1,2018-12-08,0,Yes,216,118245.0
T1124760,271,S1,L3,R2,2018-12-08,0,Yes,104,62376.0
T1124761,166,S1,L1,R2,2018-12-08,0,Yes,60,43437.0
T1124762,342,S4,L1,R1,2018-12-08,0,No,85,41970.0
T1124763,119,S1,L1,R3,2018-12-08,0,Yes,78,50475.0
T1124764,339,S4,L2,R1,2018-12-08,0,No,128,68031.0
T1124765,331,S1,L1,R4,2018-12-08,0,Yes,79,57324.0
T1124766,189,S2,L3,R3,2018-12-08,0,No,44,30675.0
T1124767,180,S1,L3,R2,2018-12-08,0,Yes,82,53313.0
T1124768,364,S2,L3,R2,2018-12-08,0,Yes,63,43884.0
T1124769,96,S3,L1,R3,2018-12-08,0,Yes,119,73425.0
T1124770,211,S4,L2,R1,2018-12-08,0,Yes,116,61905.0
T1124771,154,S1,L3,R2,2018-12-08,0,Yes,103,59259.0
T1124772,346,S4,L1,R1,2018-12-08,0,No,114,59454.0
T1124773,26,S1,L1,R3,2018-12-08,0,Yes,78,50256.0
T1124774,286,S4,L2,R4,2018-12-08,0,No,117,68904.0
T1124775,279,S2,L3,R2,2018-12-08,0,Yes,53,35091.0
T1124776,259,S4,L1,R1,2018-12-08,0,Yes,119,64449.0
T1124777,140,S4,L1,R1,2018-12-08,0,Yes,106,67158.0
T1124778,193,S2,L3,R4,2018-12-08,0,Yes,48,36099.0
T1124779,94,S4,L2,R2,2018-12-08,0,Yes,101,60282.0
T1124780,251,S2,L3,R1,2018-12-08,0,No,36,22353.0
T1124781,40,S1,L1,R4,2018-12-08,0,Yes,76,59337.0
T1124782,214,S1,L1,R4,2018-12-08,0,No,51,34368.0
T1124783,264,S3,L1,R3,2018-12-08,0,No,59,35685.0
T1124784,183,S1,L3,R1,2018-12-08,0,No,55,29430.0
T1124785,283,S4,L1,R1,2018-12-08,0,Yes,135,73740.0
T1124786,322,S2,L3,R4,2018-12-08,0,Yes,61,47190.0
T1124787,81,S3,L2,R1,2018-12-08,0,Yes,105,74583.0
T1124788,204,S4,L1,R3,2018-12-08,0,No,64,36156.0
T1124789,99,S1,L1,R3,2018-12-08,0,No,96,57477.0
T1124790,143,S3,L2,R3,2018-12-08,0,Yes,109,80253.0
T1124791,226,S2,L5,R4,2018-12-08,0,Yes,58,39987.0
